accident_id,location_id,location_name,latitude,longitude,accident_date,accident_time,day_of_week,weather_condition,road_type,traffic_density,vehicle_type,accident_severity,num_casualties
248,16,Station Road,23.3548,85.3096,2021-09-08,17:15:00,Wednesday,Rainy,Main Road,High,Two-Wheeler,Minor,0
350,16,Station Road,23.3548,85.3096,2022-06-22,18:37:00,Wednesday,Clear,Chowk/Intersection,High,Car,Minor,1
365,16,Station Road,23.3548,85.3096,2021-05-27,17:56:00,Thursday,Clear,Chowk/Intersection,Medium,Two-Wheeler,Minor,0
503,16,Station Road,23.3548,85.3096,2023-05-19,18:24:00,Friday,Clear,Residential Road,Low,Truck,Minor,1
548,16,Station Road,23.3548,85.3096,2024-03-09,10:02:00,Saturday,Clear,Highway,Medium,Two-Wheeler,Fatal,4
656,16,Station Road,23.3548,85.3096,2024-09-29,10:38:00,Sunday,Rainy,Chowk/Intersection,Medium,Two-Wheeler,Serious,1
822,16,Station Road,23.3548,85.3096,2021-03-15,08:37:00,Monday,Clear,Main Road,Low,Bus,Serious,1
1006,16,Station Road,23.3548,85.3096,2023-11-13,10:42:00,Monday,Rainy,Main Road,Medium,Two-Wheeler,Minor,1
1167,16,Station Road,23.3548,85.3096,2021-04-30,16:28:00,Friday,Rainy,Residential Road,High,Two-Wheeler,Minor,0
1205,16,Station Road,23.3548,85.3096,2024-10-29,18:15:00,Tuesday,Rainy,Main Road,High,Car,Minor,1
1295,16,Station Road,23.3548,85.3096,2023-01-14,21:25:00,Saturday,Clear,Residential Road,High,Car,Serious,2
1425,16,Station Road,23.3548,85.3096,2023-03-16,18:19:00,Thursday,Rainy,Residential Road,High,Bus,Serious,2
1470,16,Station Road,23.3548,85.3096,2022-11-14,18:20:00,Monday,Clear,Chowk/Intersection,High,Auto-Rickshaw,Serious,1
1519,16,Station Road,23.3548,85.3096,2023-01-08,18:45:00,Sunday,Clear,Chowk/Intersection,Low,Car,Minor,1
1525,16,Station Road,23.3548,85.3096,2022-12-30,08:37:00,Friday,Clear,Chowk/Intersection,Low,Two-Wheeler,Minor,0
1676,16,Station Road,23.3548,85.3096,2025-09-18,19:32:00,Thursday,Foggy,Main Road,Low,Car,Serious,2
1688,16,Station Road,23.3548,85.3096,2025-01-22,06:41:00,Wednesday,Foggy,Main Road,Low,Car,Fatal,2
1831,16,Station Road,23.3548,85.3096,2021-11-23,06:49:00,Tuesday,Clear,Chowk/Intersection,Low,Car,Serious,1
1929,16,Station Road,23.3548,85.3096,2021-08-18,18:06:00,Wednesday,Clear,Main Road,Medium,Auto-Rickshaw,Minor,0
2139,16,Station Road,23.3548,85.3096,2025-09-30,07:15:00,Tuesday,Clear,Highway,Medium,Auto-Rickshaw,Serious,2
2180,16,Station Road,23.3548,85.3096,2025-10-27,08:02:00,Monday,Stormy,Main Road,Low,Auto-Rickshaw,Minor,0
2185,16,Station Road,23.3548,85.3096,2022-08-28,20:16:00,Sunday,Stormy,Highway,Medium,Two-Wheeler,Minor,0
2200,16,Station Road,23.3548,85.3096,2025-03-03,17:54:00,Monday,Clear,Highway,Medium,Two-Wheeler,Fatal,1
2236,16,Station Road,23.3548,85.3096,2021-12-01,07:12:00,Wednesday,Stormy,Highway,High,Two-Wheeler,Serious,2
2238,16,Station Road,23.3548,85.3096,2025-03-09,19:31:00,Sunday,Clear,Chowk/Intersection,Medium,Two-Wheeler,Minor,0
2284,16,Station Road,23.3548,85.3096,2023-05-12,08:20:00,Friday,Clear,Chowk/Intersection,High,Bus,Minor,0
2327,16,Station Road,23.3548,85.3096,2025-12-30,12:24:00,Tuesday,Clear,Main Road,High,Truck,Fatal,1
2338,16,Station Road,23.3548,85.3096,2023-02-09,19:16:00,Thursday,Clear,Highway,Low,Two-Wheeler,Serious,2
2380,16,Station Road,23.3548,85.3096,2023-04-26,18:25:00,Wednesday,Clear,Highway,Medium,Car,Serious,1
2558,16,Station Road,23.3548,85.3096,2023-10-07,15:37:00,Saturday,Foggy,Chowk/Intersection,Medium,Auto-Rickshaw,Minor,0
2658,16,Station Road,23.3548,85.3096,2023-10-29,09:52:00,Sunday,Clear,Main Road,Medium,Two-Wheeler,Minor,1
2850,16,Station Road,23.3548,85.3096,2021-06-20,15:46:00,Sunday,Clear,Main Road,Medium,Car,Serious,2
2880,16,Station Road,23.3548,85.3096,2022-07-30,10:33:00,Saturday,Clear,Chowk/Intersection,High,Two-Wheeler,Serious,1
2942,16,Station Road,23.3548,85.3096,2023-12-27,12:48:00,Wednesday,Clear,Residential Road,Low,Bus,Minor,0
2965,16,Station Road,23.3548,85.3096,2025-09-15,18:05:00,Monday,Clear,Chowk/Intersection,Low,Auto-Rickshaw,Minor,0
2992,16,Station Road,23.3548,85.3096,2023-04-13,09:14:00,Thursday,Clear,Main Road,High,Auto-Rickshaw,Minor,1
3050,16,Station Road,23.3548,85.3096,2021-12-02,06:34:00,Thursday,Rainy,Main Road,High,Car,Serious,2
3105,16,Station Road,23.3548,85.3096,2022-03-04,14:31:00,Friday,Clear,Main Road,Medium,Car,Fatal,1
3106,16,Station Road,23.3548,85.3096,2022-09-27,08:25:00,Tuesday,Clear,Chowk/Intersection,High,Two-Wheeler,Minor,0
3196,16,Station Road,23.3548,85.3096,2022-01-25,07:19:00,Tuesday,Rainy,Chowk/Intersection,Low,Two-Wheeler,Minor,1
3225,16,Station Road,23.3548,85.3096,2025-09-10,09:21:00,Wednesday,Rainy,Main Road,High,Two-Wheeler,Serious,2
3256,16,Station Road,23.3548,85.3096,2025-08-28,09:36:00,Thursday,Clear,Chowk/Intersection,High,Auto-Rickshaw,Minor,1
3445,16,Station Road,23.3548,85.3096,2024-02-02,16:47:00,Friday,Clear,Chowk/Intersection,High,Two-Wheeler,Minor,0
3554,16,Station Road,23.3548,85.3096,2022-07-27,06:27:00,Wednesday,Rainy,Highway,Medium,Two-Wheeler,Fatal,2
3580,16,Station Road,23.3548,85.3096,2023-02-05,10:22:00,Sunday,Clear,Chowk/Intersection,High,Auto-Rickshaw,Minor,0
3651,16,Station Road,23.3548,85.3096,2024-12-28,17:22:00,Saturday,Rainy,Highway,Medium,Auto-Rickshaw,Minor,0
3724,16,Station Road,23.3548,85.3096,2025-12-14,21:59:00,Sunday,Clear,Chowk/Intersection,Low,Two-Wheeler,Minor,0
3764,16,Station Road,23.3548,85.3096,2025-10-10,09:37:00,Friday,Clear,Highway,Medium,Car,Serious,1
3783,16,Station Road,23.3548,85.3096,2022-02-08,18:05:00,Tuesday,Rainy,Chowk/Intersection,Low,Two-Wheeler,Serious,1
3788,16,Station Road,23.3548,85.3096,2025-03-22,16:49:00,Saturday,Clear,Main Road,High,Two-Wheeler,Serious,2
3887,16,Station Road,23.3548,85.3096,2024-11-19,19:46:00,Tuesday,Rainy,Main Road,Low,Two-Wheeler,Minor,1
3988,16,Station Road,23.3548,85.3096,2024-01-10,18:15:00,Wednesday,Rainy,Highway,Low,Bus,Minor,0
4065,16,Station Road,23.3548,85.3096,2022-01-30,18:17:00,Sunday,Rainy,Residential Road,Medium,Two-Wheeler,Fatal,1
4107,16,Station Road,23.3548,85.3096,2023-10-29,17:29:00,Sunday,Foggy,Main Road,High,Bus,Fatal,1
4202,16,Station Road,23.3548,85.3096,2024-03-15,07:11:00,Friday,Clear,Main Road,High,Two-Wheeler,Serious,3
4249,16,Station Road,23.3548,85.3096,2021-11-19,08:12:00,Friday,Clear,Chowk/Intersection,Low,Two-Wheeler,Minor,0
4312,16,Station Road,23.3548,85.3096,2021-02-05,17:20:00,Friday,Rainy,Highway,Low,Two-Wheeler,Serious,2
4368,16,Station Road,23.3548,85.3096,2022-12-29,18:27:00,Thursday,Clear,Residential Road,High,Two-Wheeler,Minor,0
4371,16,Station Road,23.3548,85.3096,2023-05-12,17:15:00,Friday,Clear,Main Road,Low,Car,Minor,0
4509,16,Station Road,23.3548,85.3096,2021-12-16,17:51:00,Thursday,Rainy,Residential Road,Medium,Auto-Rickshaw,Minor,1
4592,16,Station Road,23.3548,85.3096,2023-10-17,09:10:00,Tuesday,Clear,Main Road,Medium,Car,Minor,0
4618,16,Station Road,23.3548,85.3096,2025-09-15,06:57:00,Monday,Clear,Highway,Low,Two-Wheeler,Minor,0
4654,16,Station Road,23.3548,85.3096,2024-05-01,05:48:00,Wednesday,Foggy,Main Road,Medium,Truck,Minor,1
4660,16,Station Road,23.3548,85.3096,2022-08-19,18:20:00,Friday,Clear,Residential Road,High,Two-Wheeler,Fatal,1
4665,16,Station Road,23.3548,85.3096,2024-07-08,19:51:00,Monday,Clear,Residential Road,Low,Auto-Rickshaw,Minor,1
4732,16,Station Road,23.3548,85.3096,2024-05-15,17:04:00,Wednesday,Clear,Residential Road,Medium,Two-Wheeler,Minor,1
4755,16,Station Road,23.3548,85.3096,2025-01-24,20:28:00,Friday,Rainy,Chowk/Intersection,Medium,Two-Wheeler,Minor,0
4870,16,Station Road,23.3548,85.3096,2022-01-31,08:28:00,Monday,Clear,Main Road,High,Car,Serious,2
4877,16,Station Road,23.3548,85.3096,2022-09-18,17:28:00,Sunday,Foggy,Chowk/Intersection,High,Two-Wheeler,Fatal,1
5066,16,Station Road,23.3548,85.3096,2023-04-30,17:49:00,Sunday,Clear,Highway,High,Bus,Minor,0
5171,16,Station Road,23.3548,85.3096,2021-10-10,08:41:00,Sunday,Clear,Residential Road,Medium,Two-Wheeler,Minor,0
5233,16,Station Road,23.3548,85.3096,2022-10-29,09:57:00,Saturday,Foggy,Highway,High,Two-Wheeler,Serious,3
5261,16,Station Road,23.3548,85.3096,2021-04-29,11:03:00,Thursday,Clear,Chowk/Intersection,High,Car,Minor,0
5386,16,Station Road,23.3548,85.3096,2024-09-10,08:16:00,Tuesday,Clear,Highway,Low,Two-Wheeler,Minor,0
5413,16,Station Road,23.3548,85.3096,2021-08-12,21:16:00,Thursday,Clear,Chowk/Intersection,Low,Bus,Minor,0
5509,16,Station Road,23.3548,85.3096,2024-01-24,11:35:00,Wednesday,Clear,Residential Road,Medium,Car,Serious,2
5678,16,Station Road,23.3548,85.3096,2022-12-30,07:01:00,Friday,Foggy,Chowk/Intersection,Medium,Two-Wheeler,Minor,1
6147,16,Station Road,23.3548,85.3096,2021-05-14,18:06:00,Friday,Foggy,Main Road,Medium,Bus,Fatal,2
6166,16,Station Road,23.3548,85.3096,2022-09-05,19:05:00,Monday,Clear,Chowk/Intersection,Low,Two-Wheeler,Minor,0
6224,16,Station Road,23.3548,85.3096,2024-04-10,06:42:00,Wednesday,Clear,Chowk/Intersection,High,Two-Wheeler,Serious,2
6262,16,Station Road,23.3548,85.3096,2022-12-10,17:42:00,Saturday,Clear,Main Road,Medium,Bus,Fatal,2
6382,16,Station Road,23.3548,85.3096,2025-05-11,20:14:00,Sunday,Clear,Highway,High,Two-Wheeler,Serious,3
6421,16,Station Road,23.3548,85.3096,2024-10-19,09:25:00,Saturday,Clear,Main Road,Medium,Car,Fatal,4
6423,16,Station Road,23.3548,85.3096,2023-03-18,20:26:00,Saturday,Rainy,Highway,Low,Two-Wheeler,Fatal,1
6460,16,Station Road,23.3548,85.3096,2021-05-07,20:47:00,Friday,Rainy,Highway,Medium,Two-Wheeler,Minor,0
6553,16,Station Road,23.3548,85.3096,2025-12-22,08:00:00,Monday,Clear,Main Road,High,Two-Wheeler,Minor,0
6624,16,Station Road,23.3548,85.3096,2021-02-07,18:01:00,Sunday,Clear,Chowk/Intersection,High,Car,Serious,1
6652,16,Station Road,23.3548,85.3096,2025-11-13,11:10:00,Thursday,Clear,Residential Road,Medium,Car,Minor,1
6718,16,Station Road,23.3548,85.3096,2024-05-13,20:00:00,Monday,Clear,Main Road,Medium,Car,Minor,0
6750,16,Station Road,23.3548,85.3096,2024-10-05,18:57:00,Saturday,Clear,Chowk/Intersection,Medium,Car,Minor,0
7017,16,Station Road,23.3548,85.3096,2023-10-04,19:27:00,Wednesday,Clear,Chowk/Intersection,Medium,Truck,Minor,0
7080,16,Station Road,23.3548,85.3096,2021-08-10,07:49:00,Tuesday,Rainy,Highway,Low,Two-Wheeler,Minor,0
7135,16,Station Road,23.3548,85.3096,2022-09-15,09:57:00,Thursday,Clear,Residential Road,High,Car,Minor,0
7194,16,Station Road,23.3548,85.3096,2021-02-01,16:04:00,Monday,Rainy,Main Road,Medium,Two-Wheeler,Serious,1
7261,16,Station Road,23.3548,85.3096,2023-05-21,09:16:00,Sunday,Rainy,Residential Road,Medium,Auto-Rickshaw,Minor,1
7512,16,Station Road,23.3548,85.3096,2021-08-12,18:14:00,Thursday,Clear,Residential Road,Medium,Two-Wheeler,Fatal,2
7570,16,Station Road,23.3548,85.3096,2021-08-27,09:19:00,Friday,Clear,Main Road,Low,Two-Wheeler,Serious,1
7613,16,Station Road,23.3548,85.3096,2021-11-06,19:57:00,Saturday,Clear,Highway,High,Two-Wheeler,Serious,1
7659,16,Station Road,23.3548,85.3096,2021-04-02,07:16:00,Friday,Clear,Chowk/Intersection,High,Bus,Fatal,1
7683,16,Station Road,23.3548,85.3096,2022-03-13,11:16:00,Sunday,Clear,Residential Road,Medium,Two-Wheeler,Serious,3
7712,16,Station Road,23.3548,85.3096,2022-07-31,07:43:00,Sunday,Clear,Chowk/Intersection,Medium,Two-Wheeler,Minor,0
7731,16,Station Road,23.3548,85.3096,2025-05-19,17:33:00,Monday,Stormy,Chowk/Intersection,Low,Two-Wheeler,Serious,3
7747,16,Station Road,23.3548,85.3096,2025-07-22,19:12:00,Tuesday,Clear,Highway,High,Car,Serious,1
7782,16,Station Road,23.3548,85.3096,2022-08-07,09:18:00,Sunday,Clear,Main Road,High,Two-Wheeler,Serious,2
7884,16,Station Road,23.3548,85.3096,2023-02-24,08:03:00,Friday,Clear,Main Road,High,Two-Wheeler,Minor,0
7956,16,Station Road,23.3548,85.3096,2024-03-25,18:39:00,Monday,Foggy,Main Road,High,Bus,Minor,0
7979,16,Station Road,23.3548,85.3096,2025-03-06,11:27:00,Thursday,Clear,Main Road,Low,Car,Serious,3
185,17,Main Road,23.3701,85.3298,2024-07-25,08:09:00,Thursday,Clear,Chowk/Intersection,Medium,Auto-Rickshaw,Minor,1
207,17,Main Road,23.3701,85.3298,2022-10-13,10:36:00,Thursday,Clear,Residential Road,High,Two-Wheeler,Minor,0
317,17,Main Road,23.3701,85.3298,2024-02-14,08:16:00,Wednesday,Rainy,Main Road,Low,Auto-Rickshaw,Serious,1
384,17,Main Road,23.3701,85.3298,2023-06-12,09:30:00,Monday,Rainy,Highway,High,Car,Serious,2
385,17,Main Road,23.3701,85.3298,2025-08-07,17:05:00,Thursday,Clear,Chowk/Intersection,Medium,Car,Serious,1
471,17,Main Road,23.3701,85.3298,2024-10-26,18:57:00,Saturday,Rainy,Residential Road,High,Two-Wheeler,Fatal,2
497,17,Main Road,23.3701,85.3298,2022-09-30,07:52:00,Friday,Clear,Main Road,High,Two-Wheeler,Minor,0
753,17,Main Road,23.3701,85.3298,2025-07-02,17:57:00,Wednesday,Clear,Residential Road,Low,Bus,Minor,1
836,17,Main Road,23.3701,85.3298,2021-09-03,09:16:00,Friday,Foggy,Main Road,High,Bus,Minor,0
976,17,Main Road,23.3701,85.3298,2023-08-27,18:22:00,Sunday,Clear,Residential Road,High,Auto-Rickshaw,Minor,0
994,17,Main Road,23.3701,85.3298,2022-04-02,07:19:00,Saturday,Foggy,Residential Road,High,Car,Minor,0
1058,17,Main Road,23.3701,85.3298,2021-10-05,08:13:00,Tuesday,Clear,Chowk/Intersection,Medium,Bus,Serious,3
1137,17,Main Road,23.3701,85.3298,2022-05-02,06:42:00,Monday,Rainy,Residential Road,Medium,Two-Wheeler,Serious,1
1276,17,Main Road,23.3701,85.3298,2024-12-05,17:26:00,Thursday,Rainy,Main Road,Low,Car,Minor,0
1334,17,Main Road,23.3701,85.3298,2023-04-06,05:41:00,Thursday,Foggy,Highway,Medium,Car,Serious,2
1743,17,Main Road,23.3701,85.3298,2025-08-18,06:34:00,Monday,Foggy,Highway,Medium,Two-Wheeler,Minor,0
1811,17,Main Road,23.3701,85.3298,2022-10-25,19:13:00,Tuesday,Foggy,Chowk/Intersection,Medium,Two-Wheeler,Minor,1
1881,17,Main Road,23.3701,85.3298,2024-12-12,07:25:00,Thursday,Clear,Main Road,Low,Two-Wheeler,Fatal,2
1941,17,Main Road,23.3701,85.3298,2022-02-09,08:52:00,Wednesday,Rainy,Main Road,High,Two-Wheeler,Serious,2
1987,17,Main Road,23.3701,85.3298,2022-10-28,09:38:00,Friday,Clear,Chowk/Intersection,Low,Auto-Rickshaw,Fatal,1
2109,17,Main Road,23.3701,85.3298,2024-08-22,20:00:00,Thursday,Rainy,Chowk/Intersection,Low,Two-Wheeler,Minor,0
2141,17,Main Road,23.3701,85.3298,2021-07-18,08:31:00,Sunday,Clear,Main Road,Low,Car,Minor,0
2230,17,Main Road,23.3701,85.3298,2021-03-12,18:39:00,Friday,Rainy,Residential Road,Low,Two-Wheeler,Minor,0
2299,17,Main Road,23.3701,85.3298,2022-04-29,18:49:00,Friday,Rainy,Chowk/Intersection,High,Two-Wheeler,Serious,2
2309,17,Main Road,23.3701,85.3298,2022-08-24,10:48:00,Wednesday,Rainy,Residential Road,Medium,Bus,Fatal,1
2372,17,Main Road,23.3701,85.3298,2022-09-07,11:30:00,Wednesday,Clear,Highway,Low,Auto-Rickshaw,Minor,1
2594,17,Main Road,23.3701,85.3298,2024-06-28,07:29:00,Friday,Clear,Chowk/Intersection,Medium,Car,Serious,1
2750,17,Main Road,23.3701,85.3298,2022-08-06,08:35:00,Saturday,Foggy,Chowk/Intersection,High,Car,Minor,0
2797,17,Main Road,23.3701,85.3298,2025-10-18,17:47:00,Saturday,Clear,Chowk/Intersection,Low,Two-Wheeler,Fatal,3
2819,17,Main Road,23.3701,85.3298,2025-06-14,19:58:00,Saturday,Stormy,Chowk/Intersection,High,Two-Wheeler,Minor,0
2862,17,Main Road,23.3701,85.3298,2025-08-07,20:46:00,Thursday,Rainy,Chowk/Intersection,Medium,Two-Wheeler,Minor,0
3126,17,Main Road,23.3701,85.3298,2024-06-14,10:20:00,Friday,Clear,Highway,High,Car,Serious,1
3204,17,Main Road,23.3701,85.3298,2023-11-07,19:36:00,Tuesday,Clear,Residential Road,High,Car,Minor,0
3303,17,Main Road,23.3701,85.3298,2024-01-23,09:25:00,Tuesday,Rainy,Main Road,Low,Auto-Rickshaw,Minor,0
3324,17,Main Road,23.3701,85.3298,2024-08-21,10:18:00,Wednesday,Clear,Chowk/Intersection,Medium,Auto-Rickshaw,Minor,0
3357,17,Main Road,23.3701,85.3298,2021-03-03,19:14:00,Wednesday,Clear,Chowk/Intersection,High,Two-Wheeler,Minor,0
3442,17,Main Road,23.3701,85.3298,2023-10-03,09:56:00,Tuesday,Rainy,Highway,Medium,Car,Minor,1
3469,17,Main Road,23.3701,85.3298,2021-02-09,08:52:00,Tuesday,Clear,Main Road,Medium,Bus,Fatal,1
3505,17,Main Road,23.3701,85.3298,2025-06-28,16:48:00,Saturday,Clear,Highway,High,Car,Serious,1
3516,17,Main Road,23.3701,85.3298,2023-03-30,19:23:00,Thursday,Clear,Chowk/Intersection,Medium,Car,Minor,0
3872,17,Main Road,23.3701,85.3298,2023-12-12,10:30:00,Tuesday,Clear,Chowk/Intersection,Medium,Auto-Rickshaw,Minor,1
4028,17,Main Road,23.3701,85.3298,2021-02-27,17:31:00,Saturday,Foggy,Chowk/Intersection,High,Car,Minor,0
4124,17,Main Road,23.3701,85.3298,2023-09-26,17:29:00,Tuesday,Rainy,Main Road,Low,Two-Wheeler,Minor,1
4366,17,Main Road,23.3701,85.3298,2022-08-15,17:45:00,Monday,Foggy,Main Road,High,Bus,Minor,0
4571,17,Main Road,23.3701,85.3298,2021-01-05,16:06:00,Tuesday,Foggy,Main Road,High,Two-Wheeler,Minor,1
4810,17,Main Road,23.3701,85.3298,2025-08-01,16:46:00,Friday,Clear,Chowk/Intersection,Medium,Truck,Minor,0
4853,17,Main Road,23.3701,85.3298,2022-12-19,07:40:00,Monday,Clear,Main Road,Medium,Bus,Minor,0
4943,17,Main Road,23.3701,85.3298,2023-11-06,18:54:00,Monday,Clear,Chowk/Intersection,High,Car,Minor,0
5192,17,Main Road,23.3701,85.3298,2024-08-02,16:31:00,Friday,Clear,Residential Road,High,Two-Wheeler,Fatal,2
5248,17,Main Road,23.3701,85.3298,2023-04-16,17:46:00,Sunday,Clear,Main Road,Low,Two-Wheeler,Minor,1
5300,17,Main Road,23.3701,85.3298,2022-02-24,10:00:00,Thursday,Clear,Main Road,Medium,Two-Wheeler,Fatal,1
5615,17,Main Road,23.3701,85.3298,2024-08-25,09:58:00,Sunday,Clear,Main Road,Medium,Two-Wheeler,Serious,2
5745,17,Main Road,23.3701,85.3298,2024-12-30,09:12:00,Monday,Clear,Chowk/Intersection,Medium,Two-Wheeler,Minor,0
5832,17,Main Road,23.3701,85.3298,2023-02-21,19:55:00,Tuesday,Foggy,Main Road,Medium,Bus,Minor,0
5875,17,Main Road,23.3701,85.3298,2023-05-25,21:32:00,Thursday,Clear,Residential Road,High,Auto-Rickshaw,Fatal,4
5900,17,Main Road,23.3701,85.3298,2022-02-19,18:43:00,Saturday,Clear,Chowk/Intersection,High,Auto-Rickshaw,Minor,1
5951,17,Main Road,23.3701,85.3298,2021-12-14,08:37:00,Tuesday,Clear,Highway,Low,Two-Wheeler,Minor,0
6169,17,Main Road,23.3701,85.3298,2021-03-09,11:49:00,Tuesday,Rainy,Main Road,High,Car,Minor,1
6282,17,Main Road,23.3701,85.3298,2021-12-03,09:08:00,Friday,Rainy,Residential Road,Medium,Car,Minor,1
6300,17,Main Road,23.3701,85.3298,2025-03-31,09:18:00,Monday,Clear,Main Road,High,Bus,Minor,0
6331,17,Main Road,23.3701,85.3298,2023-04-14,07:54:00,Friday,Clear,Main Road,High,Two-Wheeler,Serious,2
6336,17,Main Road,23.3701,85.3298,2024-12-12,17:31:00,Thursday,Rainy,Main Road,Medium,Two-Wheeler,Serious,3
6361,17,Main Road,23.3701,85.3298,2025-01-22,07:50:00,Wednesday,Rainy,Main Road,High,Car,Serious,2
6435,17,Main Road,23.3701,85.3298,2025-09-10,09:33:00,Wednesday,Clear,Chowk/Intersection,Low,Auto-Rickshaw,Minor,0
6495,17,Main Road,23.3701,85.3298,2021-04-21,20:42:00,Wednesday,Rainy,Main Road,Medium,Bus,Minor,1
6521,17,Main Road,23.3701,85.3298,2024-01-11,11:40:00,Thursday,Clear,Highway,High,Car,Serious,1
6908,17,Main Road,23.3701,85.3298,2021-12-24,19:21:00,Friday,Clear,Highway,High,Two-Wheeler,Minor,0
6933,17,Main Road,23.3701,85.3298,2023-03-08,15:15:00,Wednesday,Rainy,Chowk/Intersection,High,Auto-Rickshaw,Serious,2
6952,17,Main Road,23.3701,85.3298,2023-06-17,09:14:00,Saturday,Clear,Highway,High,Truck,Serious,1
7040,17,Main Road,23.3701,85.3298,2023-01-24,10:25:00,Tuesday,Rainy,Chowk/Intersection,Medium,Two-Wheeler,Minor,0
7078,17,Main Road,23.3701,85.3298,2024-04-08,21:08:00,Monday,Clear,Residential Road,Medium,Auto-Rickshaw,Minor,0
7113,17,Main Road,23.3701,85.3298,2021-10-06,17:53:00,Wednesday,Stormy,Main Road,Medium,Car,Serious,2
7129,17,Main Road,23.3701,85.3298,2024-04-05,09:42:00,Friday,Clear,Residential Road,Low,Truck,Serious,1
7151,17,Main Road,23.3701,85.3298,2021-05-04,09:07:00,Tuesday,Clear,Chowk/Intersection,Medium,Two-Wheeler,Minor,0
7153,17,Main Road,23.3701,85.3298,2022-03-17,21:18:00,Thursday,Clear,Main Road,Medium,Car,Minor,0
7163,17,Main Road,23.3701,85.3298,2025-05-23,18:01:00,Friday,Foggy,Chowk/Intersection,High,Auto-Rickshaw,Minor,1
7505,17,Main Road,23.3701,85.3298,2023-08-29,18:08:00,Tuesday,Clear,Chowk/Intersection,Medium,Two-Wheeler,Minor,0
7528,17,Main Road,23.3701,85.3298,2023-11-10,16:41:00,Friday,Foggy,Highway,Low,Two-Wheeler,Serious,1
7562,17,Main Road,23.3701,85.3298,2024-10-02,11:45:00,Wednesday,Rainy,Highway,High,Two-Wheeler,Serious,3
7563,17,Main Road,23.3701,85.3298,2025-01-14,15:43:00,Tuesday,Stormy,Main Road,Low,Auto-Rickshaw,Minor,0
7597,17,Main Road,23.3701,85.3298,2021-10-15,17:13:00,Friday,Foggy,Residential Road,High,Two-Wheeler,Serious,3
7637,17,Main Road,23.3701,85.3298,2021-04-12,19:30:00,Monday,Clear,Chowk/Intersection,Medium,Two-Wheeler,Minor,0
7780,17,Main Road,23.3701,85.3298,2023-03-04,08:24:00,Saturday,Foggy,Chowk/Intersection,Low,Two-Wheeler,Minor,0
7921,17,Main Road,23.3701,85.3298,2024-10-05,18:51:00,Saturday,Clear,Main Road,Low,Truck,Serious,1
7969,17,Main Road,23.3701,85.3298,2023-08-06,18:23:00,Sunday,Clear,Chowk/Intersection,High,Car,Serious,1
9,18,Doranda,23.3359705,85.3250001,2024-12-03,19:15:00,Tuesday,Clear,Main Road,High,Car,Serious,1
94,18,Doranda,23.3359705,85.3250001,2024-09-26,16:12:00,Thursday,Rainy,Main Road,Low,Auto-Rickshaw,Fatal,1
108,18,Doranda,23.3359705,85.3250001,2024-07-13,18:58:00,Saturday,Clear,Main Road,Medium,Truck,Serious,1
145,18,Doranda,23.3359705,85.3250001,2023-01-11,07:54:00,Wednesday,Clear,Chowk/Intersection,High,Bus,Fatal,2
153,18,Doranda,23.3359705,85.3250001,2021-05-03,20:02:00,Monday,Clear,Main Road,Low,Two-Wheeler,Minor,0
178,18,Doranda,23.3359705,85.3250001,2021-11-13,16:18:00,Saturday,Clear,Main Road,High,Two-Wheeler,Minor,0
179,18,Doranda,23.3359705,85.3250001,2025-11-26,08:05:00,Wednesday,Clear,Chowk/Intersection,Medium,Auto-Rickshaw,Minor,0
191,18,Doranda,23.3359705,85.3250001,2021-11-05,15:59:00,Friday,Foggy,Chowk/Intersection,Low,Truck,Serious,1
214,18,Doranda,23.3359705,85.3250001,2022-03-31,08:34:00,Thursday,Rainy,Highway,High,Two-Wheeler,Fatal,2
241,18,Doranda,23.3359705,85.3250001,2023-10-09,18:25:00,Monday,Stormy,Chowk/Intersection,Medium,Car,Minor,1
289,18,Doranda,23.3359705,85.3250001,2022-10-04,19:43:00,Tuesday,Clear,Highway,Medium,Two-Wheeler,Serious,2
297,18,Doranda,23.3359705,85.3250001,2024-07-10,08:59:00,Wednesday,Clear,Chowk/Intersection,High,Two-Wheeler,Minor,0
360,18,Doranda,23.3359705,85.3250001,2023-10-11,11:40:00,Wednesday,Foggy,Chowk/Intersection,High,Two-Wheeler,Fatal,1
388,18,Doranda,23.3359705,85.3250001,2023-05-24,08:24:00,Wednesday,Clear,Chowk/Intersection,Low,Auto-Rickshaw,Minor,1
397,18,Doranda,23.3359705,85.3250001,2025-06-13,09:04:00,Friday,Clear,Chowk/Intersection,Medium,Car,Serious,1
421,18,Doranda,23.3359705,85.3250001,2023-05-01,08:47:00,Monday,Clear,Highway,Low,Auto-Rickshaw,Fatal,1
432,18,Doranda,23.3359705,85.3250001,2022-10-04,16:15:00,Tuesday,Rainy,Chowk/Intersection,Medium,Bus,Serious,1
473,18,Doranda,23.3359705,85.3250001,2022-07-13,20:11:00,Wednesday,Clear,Residential Road,Medium,Two-Wheeler,Fatal,2
475,18,Doranda,23.3359705,85.3250001,2021-12-16,07:53:00,Thursday,Clear,Main Road,Medium,Truck,Serious,3
487,18,Doranda,23.3359705,85.3250001,2025-06-03,16:05:00,Tuesday,Rainy,Chowk/Intersection,High,Car,Minor,0
493,18,Doranda,23.3359705,85.3250001,2025-11-23,09:25:00,Sunday,Clear,Main Road,High,Truck,Serious,2
