accident_id,location_id,location_name,latitude,longitude,accident_date,accident_time,day_of_week,weather_condition,road_type,traffic_density,vehicle_type,accident_severity,num_casualties,hour,is_weekend,time_of_day,is_rush_hour,month,year,is_adverse_weather
1562,27,Piska More,23.3774728,85.3127289,2025-06-22,09:17:00,Sunday,Rainy,Highway,High,Two-Wheeler,Serious,3,9,True,Morning,True,6,2025,True
1605,27,Piska More,23.3774728,85.3127289,2025-04-27,08:28:00,Sunday,Rainy,Highway,Low,Truck,Minor,1,8,True,Morning,True,4,2025,True
1630,27,Piska More,23.3774728,85.3127289,2025-10-29,09:02:00,Wednesday,Clear,Main Road,High,Two-Wheeler,Serious,1,9,False,Morning,True,10,2025,False
1701,27,Piska More,23.3774728,85.3127289,2024-06-13,11:52:00,Thursday,Clear,Highway,Medium,Car,Serious,2,11,False,Morning,False,6,2024,False
1704,27,Piska More,23.3774728,85.3127289,2024-12-17,07:00:00,Tuesday,Clear,Chowk/Intersection,Low,Two-Wheeler,Serious,3,7,False,Morning,False,12,2024,False
1763,27,Piska More,23.3774728,85.3127289,2023-08-24,07:23:00,Thursday,Clear,Main Road,Low,Two-Wheeler,Minor,1,7,False,Morning,False,8,2023,False
1889,27,Piska More,23.3774728,85.3127289,2021-12-28,18:20:00,Tuesday,Clear,Chowk/Intersection,High,Bus,Minor,1,18,False,Evening,True,12,2021,False
1894,27,Piska More,23.3774728,85.3127289,2025-01-04,10:31:00,Saturday,Clear,Highway,Medium,Truck,Fatal,1,10,True,Morning,True,1,2025,False
2058,27,Piska More,23.3774728,85.3127289,2022-06-21,19:03:00,Tuesday,Rainy,Chowk/Intersection,Medium,Auto-Rickshaw,Minor,0,19,False,Evening,True,6,2022,True
2377,27,Piska More,23.3774728,85.3127289,2024-04-28,08:06:00,Sunday,Clear,Chowk/Intersection,Medium,Bus,Minor,1,8,True,Morning,True,4,2024,False
2396,27,Piska More,23.3774728,85.3127289,2025-04-09,17:12:00,Wednesday,Clear,Chowk/Intersection,Medium,Car,Serious,1,17,False,Evening,True,4,2025,False
2404,27,Piska More,23.3774728,85.3127289,2021-10-23,11:54:00,Saturday,Clear,Highway,High,Truck,Serious,1,11,True,Morning,False,10,2021,False
2609,27,Piska More,23.3774728,85.3127289,2025-02-13,19:01:00,Thursday,Clear,Highway,High,Car,Minor,1,19,False,Evening,True,2,2025,False
2670,27,Piska More,23.3774728,85.3127289,2021-11-24,07:06:00,Wednesday,Rainy,Chowk/Intersection,Low,Auto-Rickshaw,Minor,0,7,False,Morning,False,11,2021,True
3018,27,Piska More,23.3774728,85.3127289,2021-02-06,17:22:00,Saturday,Rainy,Chowk/Intersection,Medium,Two-Wheeler,Minor,0,17,True,Evening,True,2,2021,True
3129,27,Piska More,23.3774728,85.3127289,2025-10-23,17:35:00,Thursday,Clear,Main Road,High,Two-Wheeler,Minor,0,17,False,Evening,True,10,2025,False
3133,27,Piska More,23.3774728,85.3127289,2023-12-15,08:01:00,Friday,Clear,Chowk/Intersection,High,Auto-Rickshaw,Serious,1,8,False,Morning,True,12,2023,False
3232,27,Piska More,23.3774728,85.3127289,2021-02-08,20:01:00,Monday,Stormy,Chowk/Intersection,High,Car,Serious,2,20,False,Evening,True,2,2021,True
3322,27,Piska More,23.3774728,85.3127289,2023-05-15,08:55:00,Monday,Clear,Highway,Medium,Auto-Rickshaw,Fatal,1,8,False,Morning,True,5,2023,False
3387,27,Piska More,23.3774728,85.3127289,2022-09-01,18:17:00,Thursday,Foggy,Main Road,Medium,Car,Serious,3,18,False,Evening,True,9,2022,True
3520,27,Piska More,23.3774728,85.3127289,2025-05-03,20:33:00,Saturday,Clear,Chowk/Intersection,High,Bus,Minor,1,20,True,Evening,True,5,2025,False
3551,27,Piska More,23.3774728,85.3127289,2022-09-12,17:27:00,Monday,Stormy,Main Road,Low,Two-Wheeler,Minor,0,17,False,Evening,True,9,2022,True
3717,27,Piska More,23.3774728,85.3127289,2024-05-06,09:25:00,Monday,Clear,Chowk/Intersection,Medium,Car,Minor,0,9,False,Morning,True,5,2024,False
3859,27,Piska More,23.3774728,85.3127289,2023-02-24,15:52:00,Friday,Clear,Residential Road,Medium,Bus,Serious,2,15,False,Afternoon,False,2,2023,False
3892,27,Piska More,23.3774728,85.3127289,2025-12-12,18:12:00,Friday,Clear,Chowk/Intersection,Medium,Bus,Serious,2,18,False,Evening,True,12,2025,False
3935,27,Piska More,23.3774728,85.3127289,2022-11-24,08:18:00,Thursday,Clear,Highway,Low,Two-Wheeler,Minor,0,8,False,Morning,True,11,2022,False
3997,27,Piska More,23.3774728,85.3127289,2021-10-14,18:00:00,Thursday,Clear,Residential Road,High,Two-Wheeler,Minor,0,18,False,Evening,True,10,2021,False
4083,27,Piska More,23.3774728,85.3127289,2025-01-04,19:24:00,Saturday,Stormy,Main Road,Medium,Bus,Minor,0,19,True,Evening,True,1,2025,True
4119,27,Piska More,23.3774728,85.3127289,2023-04-01,10:50:00,Saturday,Foggy,Highway,High,Two-Wheeler,Fatal,1,10,True,Morning,True,4,2023,True
4181,27,Piska More,23.3774728,85.3127289,2022-08-11,17:22:00,Thursday,Stormy,Main Road,High,Bus,Minor,0,17,False,Evening,True,8,2022,True
4213,27,Piska More,23.3774728,85.3127289,2022-04-27,17:34:00,Wednesday,Clear,Chowk/Intersection,Medium,Auto-Rickshaw,Minor,0,17,False,Evening,True,4,2022,False
4218,27,Piska More,23.3774728,85.3127289,2021-07-23,07:13:00,Friday,Clear,Chowk/Intersection,High,Two-Wheeler,Minor,0,7,False,Morning,False,7,2021,False
4513,27,Piska More,23.3774728,85.3127289,2024-05-28,08:21:00,Tuesday,Foggy,Residential Road,High,Car,Minor,0,8,False,Morning,True,5,2024,True
4532,27,Piska More,23.3774728,85.3127289,2022-03-19,21:49:00,Saturday,Clear,Main Road,Low,Car,Minor,0,21,True,Night,False,3,2022,False
4584,27,Piska More,23.3774728,85.3127289,2021-10-04,09:49:00,Monday,Rainy,Highway,High,Two-Wheeler,Serious,2,9,False,Morning,True,10,2021,True
4777,27,Piska More,23.3774728,85.3127289,2023-02-23,18:05:00,Thursday,Clear,Chowk/Intersection,High,Two-Wheeler,Serious,1,18,False,Evening,True,2,2023,False
4820,27,Piska More,23.3774728,85.3127289,2022-07-04,19:12:00,Monday,Clear,Highway,Medium,Car,Serious,3,19,False,Evening,True,7,2022,False
4830,27,Piska More,23.3774728,85.3127289,2022-05-09,19:34:00,Monday,Clear,Residential Road,Low,Auto-Rickshaw,Minor,0,19,False,Evening,True,5,2022,False
4858,27,Piska More,23.3774728,85.3127289,2021-02-07,08:05:00,Sunday,Clear,Chowk/Intersection,High,Car,Minor,0,8,True,Morning,True,2,2021,False
4882,27,Piska More,23.3774728,85.3127289,2022-02-27,16:02:00,Sunday,Rainy,Chowk/Intersection,Medium,Car,Fatal,4,16,True,Afternoon,False,2,2022,True
4964,27,Piska More,23.3774728,85.3127289,2024-01-09,19:52:00,Tuesday,Clear,Highway,High,Two-Wheeler,Minor,0,19,False,Evening,True,1,2024,False
4986,27,Piska More,23.3774728,85.3127289,2022-05-11,18:40:00,Wednesday,Foggy,Chowk/Intersection,High,Two-Wheeler,Minor,1,18,False,Evening,True,5,2022,True
4996,27,Piska More,23.3774728,85.3127289,2023-03-31,18:44:00,Friday,Clear,Main Road,Medium,Bus,Serious,2,18,False,Evening,True,3,2023,False
5007,27,Piska More,23.3774728,85.3127289,2024-12-24,15:30:00,Tuesday,Rainy,Main Road,High,Two-Wheeler,Fatal,2,15,False,Afternoon,False,12,2024,True
5135,27,Piska More,23.3774728,85.3127289,2023-06-11,17:27:00,Sunday,Clear,Main Road,High,Car,Minor,0,17,True,Evening,True,6,2023,False
5183,27,Piska More,23.3774728,85.3127289,2025-05-04,18:10:00,Sunday,Stormy,Chowk/Intersection,Medium,Auto-Rickshaw,Serious,1,18,True,Evening,True,5,2025,True
5287,27,Piska More,23.3774728,85.3127289,2022-12-07,18:17:00,Wednesday,Clear,Residential Road,Medium,Car,Minor,0,18,False,Evening,True,12,2022,False
5295,27,Piska More,23.3774728,85.3127289,2023-12-25,11:19:00,Monday,Clear,Residential Road,Medium,Two-Wheeler,Serious,1,11,False,Morning,False,12,2023,False
5470,27,Piska More,23.3774728,85.3127289,2023-04-27,18:06:00,Thursday,Clear,Main Road,High,Two-Wheeler,Minor,1,18,False,Evening,True,4,2023,False
5599,27,Piska More,23.3774728,85.3127289,2022-06-13,17:53:00,Monday,Stormy,Highway,Low,Bus,Serious,1,17,False,Evening,True,6,2022,True
5617,27,Piska More,23.3774728,85.3127289,2022-04-16,09:49:00,Saturday,Clear,Main Road,Medium,Bus,Minor,1,9,True,Morning,True,4,2022,False
5696,27,Piska More,23.3774728,85.3127289,2022-09-27,19:32:00,Tuesday,Clear,Main Road,Low,Two-Wheeler,Minor,0,19,False,Evening,True,9,2022,False
5918,27,Piska More,23.3774728,85.3127289,2024-07-27,17:34:00,Saturday,Clear,Highway,High,Auto-Rickshaw,Fatal,1,17,True,Evening,True,7,2024,False
6033,27,Piska More,23.3774728,85.3127289,2025-09-18,09:51:00,Thursday,Rainy,Main Road,Medium,Two-Wheeler,Fatal,1,9,False,Morning,True,9,2025,True
6271,27,Piska More,23.3774728,85.3127289,2023-11-30,08:52:00,Thursday,Foggy,Highway,Low,Car,Fatal,1,8,False,Morning,True,11,2023,True
6315,27,Piska More,23.3774728,85.3127289,2024-10-26,15:48:00,Saturday,Clear,Main Road,Low,Two-Wheeler,Serious,2,15,True,Afternoon,False,10,2024,False
6406,27,Piska More,23.3774728,85.3127289,2025-02-03,10:01:00,Monday,Clear,Chowk/Intersection,Medium,Two-Wheeler,Minor,0,10,False,Morning,True,2,2025,False
6575,27,Piska More,23.3774728,85.3127289,2024-03-10,10:02:00,Sunday,Rainy,Main Road,Medium,Car,Minor,0,10,True,Morning,True,3,2024,True
6680,27,Piska More,23.3774728,85.3127289,2025-07-30,19:55:00,Wednesday,Stormy,Chowk/Intersection,Medium,Two-Wheeler,Minor,0,19,False,Evening,True,7,2025,True
6732,27,Piska More,23.3774728,85.3127289,2022-11-11,19:19:00,Friday,Foggy,Chowk/Intersection,Low,Two-Wheeler,Fatal,1,19,False,Evening,True,11,2022,True
6792,27,Piska More,23.3774728,85.3127289,2023-08-17,08:28:00,Thursday,Rainy,Residential Road,Low,Two-Wheeler,Minor,0,8,False,Morning,True,8,2023,True
6835,27,Piska More,23.3774728,85.3127289,2021-04-25,07:28:00,Sunday,Foggy,Chowk/Intersection,Medium,Car,Serious,2,7,True,Morning,False,4,2021,True
6871,27,Piska More,23.3774728,85.3127289,2024-04-26,17:55:00,Friday,Clear,Chowk/Intersection,Medium,Bus,Serious,1,17,False,Evening,True,4,2024,False
7068,27,Piska More,23.3774728,85.3127289,2025-08-11,16:16:00,Monday,Rainy,Chowk/Intersection,Low,Truck,Serious,1,16,False,Afternoon,False,8,2025,True
7112,27,Piska More,23.3774728,85.3127289,2021-02-16,10:43:00,Tuesday,Clear,Residential Road,Medium,Bus,Fatal,1,10,False,Morning,True,2,2021,False
7131,27,Piska More,23.3774728,85.3127289,2022-03-25,10:14:00,Friday,Clear,Residential Road,Low,Truck,Minor,0,10,False,Morning,True,3,2022,False
7200,27,Piska More,23.3774728,85.3127289,2022-01-01,11:28:00,Saturday,Stormy,Chowk/Intersection,Medium,Truck,Minor,1,11,True,Morning,False,1,2022,True
7249,27,Piska More,23.3774728,85.3127289,2022-06-02,15:12:00,Thursday,Clear,Main Road,Medium,Two-Wheeler,Minor,0,15,False,Afternoon,False,6,2022,False
7609,27,Piska More,23.3774728,85.3127289,2023-06-08,18:47:00,Thursday,Stormy,Highway,High,Two-Wheeler,Fatal,1,18,False,Evening,True,6,2023,True
7673,27,Piska More,23.3774728,85.3127289,2022-01-18,05:39:00,Tuesday,Rainy,Main Road,High,Bus,Minor,1,5,False,Morning,False,1,2022,True
7812,27,Piska More,23.3774728,85.3127289,2021-01-02,16:31:00,Saturday,Clear,Main Road,Medium,Bus,Minor,0,16,True,Afternoon,False,1,2021,False
7854,27,Piska More,23.3774728,85.3127289,2024-08-04,09:58:00,Sunday,Clear,Residential Road,High,Car,Serious,2,9,True,Morning,True,8,2024,False
7904,27,Piska More,23.3774728,85.3127289,2025-06-02,17:27:00,Monday,Clear,Main Road,Medium,Car,Minor,1,17,False,Evening,True,6,2025,False
1,28,Ratu Chatti,23.4180934,85.2132359,2022-06-16,16:55:00,Thursday,Clear,Main Road,Medium,Bus,Serious,1,16,False,Afternoon,False,6,2022,False
38,28,Ratu Chatti,23.4180934,85.2132359,2023-05-25,18:10:00,Thursday,Clear,Residential Road,High,Two-Wheeler,Minor,0,18,False,Evening,True,5,2023,False
49,28,Ratu Chatti,23.4180934,85.2132359,2022-01-04,10:28:00,Tuesday,Clear,Highway,Low,Two-Wheeler,Serious,2,10,False,Morning,True,1,2022,False
62,28,Ratu Chatti,23.4180934,85.2132359,2022-04-01,09:06:00,Friday,Clear,Highway,Medium,Bus,Minor,0,9,False,Morning,True,4,2022,False
92,28,Ratu Chatti,23.4180934,85.2132359,2021-01-17,08:18:00,Sunday,Clear,Chowk/Intersection,Medium,Car,Serious,2,8,True,Morning,True,1,2021,False
106,28,Ratu Chatti,23.4180934,85.2132359,2025-04-08,09:46:00,Tuesday,Clear,Chowk/Intersection,Medium,Auto-Rickshaw,Minor,0,9,False,Morning,True,4,2025,False
118,28,Ratu Chatti,23.4180934,85.2132359,2022-08-27,06:03:00,Saturday,Clear,Main Road,Medium,Auto-Rickshaw,Fatal,2,6,True,Morning,False,8,2022,False
162,28,Ratu Chatti,23.4180934,85.2132359,2021-04-04,07:05:00,Sunday,Clear,Residential Road,Medium,Two-Wheeler,Serious,1,7,True,Morning,False,4,2021,False
240,28,Ratu Chatti,23.4180934,85.2132359,2023-05-01,16:17:00,Monday,Clear,Chowk/Intersection,Low,Auto-Rickshaw,Minor,0,16,False,Afternoon,False,5,2023,False
283,28,Ratu Chatti,23.4180934,85.2132359,2021-11-14,18:45:00,Sunday,Stormy,Chowk/Intersection,Low,Car,Serious,1,18,True,Evening,True,11,2021,True
293,28,Ratu Chatti,23.4180934,85.2132359,2025-07-12,16:33:00,Saturday,Clear,Main Road,Low,Auto-Rickshaw,Fatal,4,16,True,Afternoon,False,7,2025,False
318,28,Ratu Chatti,23.4180934,85.2132359,2023-06-08,17:51:00,Thursday,Clear,Highway,Low,Truck,Minor,1,17,False,Evening,True,6,2023,False
349,28,Ratu Chatti,23.4180934,85.2132359,2024-01-15,20:59:00,Monday,Clear,Chowk/Intersection,High,Bus,Serious,1,20,False,Evening,True,1,2024,False
392,28,Ratu Chatti,23.4180934,85.2132359,2021-10-16,06:35:00,Saturday,Rainy,Highway,Low,Bus,Fatal,1,6,True,Morning,False,10,2021,True
409,28,Ratu Chatti,23.4180934,85.2132359,2024-05-15,11:15:00,Wednesday,Clear,Chowk/Intersection,Low,Bus,Minor,0,11,False,Morning,False,5,2024,False
422,28,Ratu Chatti,23.4180934,85.2132359,2025-06-12,11:53:00,Thursday,Clear,Main Road,Medium,Car,Serious,2,11,False,Morning,False,6,2025,False
456,28,Ratu Chatti,23.4180934,85.2132359,2023-06-25,09:12:00,Sunday,Clear,Chowk/Intersection,Low,Two-Wheeler,Minor,0,9,True,Morning,True,6,2023,False
459,28,Ratu Chatti,23.4180934,85.2132359,2025-11-03,17:30:00,Monday,Clear,Residential Road,Medium,Car,Serious,1,17,False,Evening,True,11,2025,False
501,28,Ratu Chatti,23.4180934,85.2132359,2023-05-21,07:40:00,Sunday,Rainy,Chowk/Intersection,High,Car,Minor,0,7,True,Morning,False,5,2023,True
552,28,Ratu Chatti,23.4180934,85.2132359,2024-04-11,11:23:00,Thursday,Rainy,Highway,High,Two-Wheeler,Minor,0,11,False,Morning,False,4,2024,True
569,28,Ratu Chatti,23.4180934,85.2132359,2022-07-18,20:32:00,Monday,Clear,Chowk/Intersection,High,Truck,Minor,1,20,False,Evening,True,7,2022,False
658,28,Ratu Chatti,23.4180934,85.2132359,2025-07-28,11:47:00,Monday,Clear,Chowk/Intersection,Medium,Car,Minor,0,11,False,Morning,False,7,2025,False
675,28,Ratu Chatti,23.4180934,85.2132359,2025-09-13,08:35:00,Saturday,Clear,Main Road,Medium,Auto-Rickshaw,Minor,0,8,True,Morning,True,9,2025,False
696,28,Ratu Chatti,23.4180934,85.2132359,2025-10-26,11:11:00,Sunday,Clear,Chowk/Intersection,Low,Two-Wheeler,Minor,1,11,True,Morning,False,10,2025,False
736,28,Ratu Chatti,23.4180934,85.2132359,2023-10-02,16:22:00,Monday,Clear,Residential Road,Medium,Bus,Fatal,2,16,False,Afternoon,False,10,2023,False
762,28,Ratu Chatti,23.4180934,85.2132359,2022-01-29,18:33:00,Saturday,Clear,Residential Road,Medium,Two-Wheeler,Serious,3,18,True,Evening,True,1,2022,False
854,28,Ratu Chatti,23.4180934,85.2132359,2023-09-29,07:46:00,Friday,Clear,Highway,High,Car,Minor,0,7,False,Morning,False,9,2023,False
860,28,Ratu Chatti,23.4180934,85.2132359,2022-06-04,10:07:00,Saturday,Clear,Main Road,Medium,Car,Minor,0,10,True,Morning,True,6,2022,False
876,28,Ratu Chatti,23.4180934,85.2132359,2024-11-21,11:34:00,Thursday,Clear,Chowk/Intersection,Medium,Car,Minor,0,11,False,Morning,False,11,2024,False
891,28,Ratu Chatti,23.4180934,85.2132359,2025-05-11,06:41:00,Sunday,Clear,Chowk/Intersection,Medium,Car,Serious,2,6,True,Morning,False,5,2025,False
917,28,Ratu Chatti,23.4180934,85.2132359,2025-11-28,17:20:00,Friday,Clear,Chowk/Intersection,Medium,Two-Wheeler,Minor,0,17,False,Evening,True,11,2025,False
918,28,Ratu Chatti,23.4180934,85.2132359,2022-02-25,08:45:00,Friday,Rainy,Chowk/Intersection,High,Two-Wheeler,Minor,0,8,False,Morning,True,2,2022,True
923,28,Ratu Chatti,23.4180934,85.2132359,2022-06-17,09:10:00,Friday,Clear,Chowk/Intersection,Medium,Car,Minor,0,9,False,Morning,True,6,2022,False
1012,28,Ratu Chatti,23.4180934,85.2132359,2025-03-06,10:42:00,Thursday,Rainy,Residential Road,Medium,Car,Serious,1,10,False,Morning,True,3,2025,True
1067,28,Ratu Chatti,23.4180934,85.2132359,2021-10-03,09:46:00,Sunday,Clear,Residential Road,Medium,Bus,Minor,0,9,True,Morning,True,10,2021,False
1139,28,Ratu Chatti,23.4180934,85.2132359,2024-11-16,19:38:00,Saturday,Clear,Highway,High,Car,Minor,1,19,True,Evening,True,11,2024,False
1152,28,Ratu Chatti,23.4180934,85.2132359,2024-02-24,16:53:00,Saturday,Clear,Highway,Low,Two-Wheeler,Minor,1,16,True,Afternoon,False,2,2024,False
1197,28,Ratu Chatti,23.4180934,85.2132359,2024-05-25,06:47:00,Saturday,Clear,Main Road,Low,Two-Wheeler,Minor,0,6,True,Morning,False,5,2024,False
1232,28,Ratu Chatti,23.4180934,85.2132359,2025-06-20,21:50:00,Friday,Clear,Highway,Low,Two-Wheeler,Fatal,1,21,False,Night,False,6,2025,False
1233,28,Ratu Chatti,23.4180934,85.2132359,2024-06-12,16:05:00,Wednesday,Clear,Highway,Medium,Two-Wheeler,Serious,2,16,False,Afternoon,False,6,2024,False
1235,28,Ratu Chatti,23.4180934,85.2132359,2024-08-18,18:04:00,Sunday,Clear,Residential Road,High,Bus,Serious,1,18,True,Evening,True,8,2024,False
1250,28,Ratu Chatti,23.4180934,85.2132359,2023-03-15,11:55:00,Wednesday,Clear,Chowk/Intersection,Low,Car,Serious,1,11,False,Morning,False,3,2023,False
1358,28,Ratu Chatti,23.4180934,85.2132359,2021-07-18,07:28:00,Sunday,Clear,Chowk/Intersection,High,Auto-Rickshaw,Serious,2,7,True,Morning,False,7,2021,False
1427,28,Ratu Chatti,23.4180934,85.2132359,2024-04-26,08:39:00,Friday,Clear,Main Road,Low,Auto-Rickshaw,Serious,2,8,False,Morning,True,4,2024,False
1434,28,Ratu Chatti,23.4180934,85.2132359,2023-01-05,09:40:00,Thursday,Clear,Main Road,High,Two-Wheeler,Serious,3,9,False,Morning,True,1,2023,False
1445,28,Ratu Chatti,23.4180934,85.2132359,2024-12-13,19:26:00,Friday,Clear,Chowk/Intersection,Low,Auto-Rickshaw,Minor,1,19,False,Evening,True,12,2024,False
1498,28,Ratu Chatti,23.4180934,85.2132359,2021-04-06,06:00:00,Tuesday,Stormy,Main Road,Medium,Two-Wheeler,Serious,3,6,False,Morning,False,4,2021,True
1550,28,Ratu Chatti,23.4180934,85.2132359,2022-07-29,08:11:00,Friday,Clear,Chowk/Intersection,Medium,Bus,Fatal,3,8,False,Morning,True,7,2022,False
1578,28,Ratu Chatti,23.4180934,85.2132359,2022-12-27,08:14:00,Tuesday,Clear,Main Road,Medium,Two-Wheeler,Minor,0,8,False,Morning,True,12,2022,False
1594,28,Ratu Chatti,23.4180934,85.2132359,2025-05-06,11:25:00,Tuesday,Clear,Highway,Medium,Two-Wheeler,Minor,0,11,False,Morning,False,5,2025,False
1611,28,Ratu Chatti,23.4180934,85.2132359,2022-07-12,19:36:00,Tuesday,Rainy,Main Road,Medium,Two-Wheeler,Minor,0,19,False,Evening,True,7,2022,True
1616,28,Ratu Chatti,23.4180934,85.2132359,2021-03-19,16:24:00,Friday,Clear,Residential Road,Medium,Truck,Minor,1,16,False,Afternoon,False,3,2021,False
1618,28,Ratu Chatti,23.4180934,85.2132359,2022-04-02,08:03:00,Saturday,Clear,Highway,High,Two-Wheeler,Minor,0,8,True,Morning,True,4,2022,False
1646,28,Ratu Chatti,23.4180934,85.2132359,2025-09-20,07:09:00,Saturday,Rainy,Chowk/Intersection,High,Truck,Minor,0,7,True,Morning,False,9,2025,True
1731,28,Ratu Chatti,23.4180934,85.2132359,2022-08-15,15:33:00,Monday,Clear,Residential Road,Medium,Car,Fatal,1,15,False,Afternoon,False,8,2022,False
1732,28,Ratu Chatti,23.4180934,85.2132359,2025-07-14,16:24:00,Monday,Clear,Chowk/Intersection,Low,Two-Wheeler,Minor,0,16,False,Afternoon,False,7,2025,False
1797,28,Ratu Chatti,23.4180934,85.2132359,2022-05-25,17:34:00,Wednesday,Clear,Chowk/Intersection,Medium,Two-Wheeler,Fatal,2,17,False,Evening,True,5,2022,False
1802,28,Ratu Chatti,23.4180934,85.2132359,2021-06-11,09:22:00,Friday,Clear,Main Road,Medium,Two-Wheeler,Minor,1,9,False,Morning,True,6,2021,False
2009,28,Ratu Chatti,23.4180934,85.2132359,2025-06-20,09:08:00,Friday,Clear,Chowk/Intersection,High,Two-Wheeler,Minor,0,9,False,Morning,True,6,2025,False
2093,28,Ratu Chatti,23.4180934,85.2132359,2025-10-07,18:05:00,Tuesday,Clear,Chowk/Intersection,Medium,Two-Wheeler,Minor,1,18,False,Evening,True,10,2025,False
2102,28,Ratu Chatti,23.4180934,85.2132359,2021-02-04,08:07:00,Thursday,Clear,Main Road,High,Truck,Minor,1,8,False,Morning,True,2,2021,False
2116,28,Ratu Chatti,23.4180934,85.2132359,2022-08-05,19:08:00,Friday,Clear,Main Road,High,Truck,Serious,1,19,False,Evening,True,8,2022,False
2118,28,Ratu Chatti,23.4180934,85.2132359,2023-12-11,09:10:00,Monday,Clear,Residential Road,Low,Two-Wheeler,Serious,1,9,False,Morning,True,12,2023,False
2212,28,Ratu Chatti,23.4180934,85.2132359,2022-07-26,08:13:00,Tuesday,Clear,Residential Road,Low,Car,Serious,1,8,False,Morning,True,7,2022,False
2218,28,Ratu Chatti,23.4180934,85.2132359,2023-07-10,11:13:00,Monday,Clear,Chowk/Intersection,High,Car,Minor,0,11,False,Morning,False,7,2023,False
2256,28,Ratu Chatti,23.4180934,85.2132359,2022-03-11,18:26:00,Friday,Clear,Chowk/Intersection,High,Auto-Rickshaw,Minor,0,18,False,Evening,True,3,2022,False
2263,28,Ratu Chatti,23.4180934,85.2132359,2022-10-22,09:40:00,Saturday,Clear,Residential Road,High,Bus,Minor,0,9,True,Morning,True,10,2022,False
2301,28,Ratu Chatti,23.4180934,85.2132359,2021-03-09,06:41:00,Tuesday,Clear,Chowk/Intersection,Medium,Bus,Minor,0,6,False,Morning,False,3,2021,False
2318,28,Ratu Chatti,23.4180934,85.2132359,2021-12-28,17:22:00,Tuesday,Clear,Highway,Medium,Car,Minor,1,17,False,Evening,True,12,2021,False
2374,28,Ratu Chatti,23.4180934,85.2132359,2023-03-18,09:20:00,Saturday,Clear,Highway,Medium,Car,Minor,0,9,True,Morning,True,3,2023,False
2394,28,Ratu Chatti,23.4180934,85.2132359,2024-05-13,10:06:00,Monday,Clear,Residential Road,Medium,Auto-Rickshaw,Minor,0,10,False,Morning,True,5,2024,False
2400,28,Ratu Chatti,23.4180934,85.2132359,2021-07-06,08:00:00,Tuesday,Clear,Residential Road,High,Car,Minor,0,8,False,Morning,True,7,2021,False
2416,28,Ratu Chatti,23.4180934,85.2132359,2022-08-05,18:04:00,Friday,Clear,Highway,Medium,Two-Wheeler,Serious,1,18,False,Evening,True,8,2022,False
2474,28,Ratu Chatti,23.4180934,85.2132359,2024-04-01,20:51:00,Monday,Clear,Residential Road,Medium,Auto-Rickshaw,Serious,2,20,False,Evening,True,4,2024,False
2508,28,Ratu Chatti,23.4180934,85.2132359,2025-09-19,14:09:00,Friday,Clear,Highway,Medium,Bus,Minor,1,14,False,Afternoon,False,9,2025,False
2592,28,Ratu Chatti,23.4180934,85.2132359,2024-02-02,18:38:00,Friday,Rainy,Highway,High,Two-Wheeler,Minor,0,18,False,Evening,True,2,2024,True
2645,28,Ratu Chatti,23.4180934,85.2132359,2024-06-14,16:34:00,Friday,Rainy,Chowk/Intersection,High,Auto-Rickshaw,Minor,1,16,False,Afternoon,False,6,2024,True
2651,28,Ratu Chatti,23.4180934,85.2132359,2023-08-14,09:39:00,Monday,Rainy,Chowk/Intersection,Medium,Two-Wheeler,Minor,0,9,False,Morning,True,8,2023,True
2659,28,Ratu Chatti,23.4180934,85.2132359,2024-03-07,17:50:00,Thursday,Clear,Chowk/Intersection,Medium,Auto-Rickshaw,Serious,2,17,False,Evening,True,3,2024,False
2740,28,Ratu Chatti,23.4180934,85.2132359,2023-03-01,20:42:00,Wednesday,Rainy,Residential Road,Low,Two-Wheeler,Minor,0,20,False,Evening,True,3,2023,True
2832,28,Ratu Chatti,23.4180934,85.2132359,2022-09-14,08:35:00,Wednesday,Clear,Highway,Medium,Two-Wheeler,Fatal,2,8,False,Morning,True,9,2022,False
2859,28,Ratu Chatti,23.4180934,85.2132359,2021-12-12,17:36:00,Sunday,Clear,Chowk/Intersection,High,Two-Wheeler,Minor,1,17,True,Evening,True,12,2021,False
2870,28,Ratu Chatti,23.4180934,85.2132359,2022-10-29,19:30:00,Saturday,Clear,Chowk/Intersection,Medium,Two-Wheeler,Minor,0,19,True,Evening,True,10,2022,False
2983,28,Ratu Chatti,23.4180934,85.2132359,2023-01-08,17:45:00,Sunday,Rainy,Residential Road,Medium,Two-Wheeler,Minor,0,17,True,Evening,True,1,2023,True
3087,28,Ratu Chatti,23.4180934,85.2132359,2024-07-09,09:37:00,Tuesday,Stormy,Main Road,High,Car,Minor,0,9,False,Morning,True,7,2024,True
3099,28,Ratu Chatti,23.4180934,85.2132359,2025-09-06,20:27:00,Saturday,Rainy,Chowk/Intersection,Low,Car,Serious,2,20,True,Evening,True,9,2025,True
3112,28,Ratu Chatti,23.4180934,85.2132359,2021-01-09,06:15:00,Saturday,Clear,Chowk/Intersection,High,Two-Wheeler,Serious,3,6,True,Morning,False,1,2021,False
3182,28,Ratu Chatti,23.4180934,85.2132359,2024-05-29,09:32:00,Wednesday,Foggy,Chowk/Intersection,Medium,Two-Wheeler,Minor,0,9,False,Morning,True,5,2024,True
